"Expenditure Line Item Budget Report grouped by Fund, Department",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
City of Virginia Beach,,,,,,,,,,,,,Fiscal Year 2011,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Account,,,,,,,,FY 2009,FY 2010,,FY 2010,FY 2011,,FY 2012,FY 2013,,FY 2014,,FY 2015,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
02021 Office of Volunteer Resources ,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
604401,,Print Shop Charges,,,,,,"4,080","5,255",,"5,255","4,621",,"4,621",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
604501,,Risk Management Charges,,,,,,152,155,,155,155,,155,0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
605201,,Postal Services,,,,,,578,"1,144",,"1,144","1,144",,"1,144",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
605203,,Telecommunications,,,,,,0,208,,208,208,,208,0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
605501,,Professional Improvement,,,,,,188,"2,972",,"2,972","2,972",,"2,972",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
605502,,Travel - Routine,,,,,,0,"1,591",,"1,591","1,591",,"1,591",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
605801,,Dues and Association Membership,,,,,,140,364,,364,364,,364,0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
606001,,Office Supplies,,,,,,"2,632","1,610",,"1,610","1,610",,"1,610",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
606027,,Volunteer Recognition Items,,,,,,"10,624","10,392",,"10,392","10,392",,"10,392",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
606099,,P-Card Purchases,,,,,,361,0,,0,0,,0,0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
606111,,"Computer Software < $5,000",,,,,,660,0,,0,0,,0,0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
606412,,Books and Subscriptions,,,,,,50,572,,572,572,,572,0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
606415,,Computer Supplies,,,,,,"7,954","12,644",,"12,644","12,644",,"12,644",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
606420,,Food and Food Service Supplies,,,,,,0,156,,156,156,,156,0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
606421,,Agricultural Supplies,,,,,,287,"1,040",,"1,040","1,040",,"1,040",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
02021 Office of Volunteer Resources ,,,,,,,,"168,266","128,339",,"128,339","121,045",,"121,045",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
02030 Media and Communications Group ,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
601110,,Middle Management Salaries,,,,,,"41,575",0,,0,"83,150",,"83,150",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
601111,,Full Time Salaries,,,,,,"293,599",0,,0,0,,0,0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
601130,,Professional Salaries,,,,,,"237,972","429,077",,"429,077","252,854",,"252,854",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
601170,,Clerical Salaries,,,,,,"14,052","26,442",,"26,442","27,103",,"27,103",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
601330,,Part-Time Professional Salaries,,,,,,0,0,,0,"30,895",,"30,895",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
601710,,Full-Time Salary and Fringe Benefit Increases,,,,,,0,"19,330",,"19,330",0,,0,0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
602101,,F.I.C.A.,,,,,,"34,425","28,294",,"28,294","24,465",,"24,465",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
602104,,F.I.C.A. - Medicare,,,,,,"8,051","6,617",,"6,617","5,722",,"5,722",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
602201,,Retirement,,,,,,"96,411","75,069",,"75,069","63,834",,"63,834",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
602301,,Health Insurance,,,,,,"54,900","43,200",,"43,200","32,400",,"32,400",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
602302,,Life Insurance,,,,,,"4,795","4,053",,"4,053","3,703",,"3,703",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
602309,,Flexible Benefits Program,,,,,,270,0,,0,0,,0,0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
602950,,Cell Phone Stipend,,,,,,"1,440",840,,840,600,,600,0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
603301,,Media Advertising,,,,,,"188,384",0,,0,0,,0,0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
603302,,Publicity and Public Relations,,,,,,135,0,,0,0,,0,0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
603303,,Promotional Literature,,,,,,"16,388","3,080",,"3,080",0,,0,0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
603407,,Other Contractual Services,,,,,,"18,859","71,465",,"71,465","2,500",,"2,500",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
604103,,Telecommunications - Internal,,,,,,"5,244","5,919",,"5,919","5,200",,"5,200",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
604204,,Motor Pool Charges,,,,,,114,0,,0,0,,0,0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
604401,,Print Shop Charges,,,,,,"4,101","5,120",,"5,120","1,500",,"1,500",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
604501,,Risk Management Charges,,,,,,"2,070","2,111",,"2,111","2,111",,"2,111",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
605201,,Postal Services,,,,,,"73,120","2,725",,"2,725","1,025",,"1,025",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
605203,,Telecommunications,,,,,,"6,447","5,569",,"5,569","4,296",,"4,296",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
605501,,Professional Improvement,,,,,,"4,097","7,955",,"7,955","1,000",,"1,000",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
605502,,Travel - Routine,,,,,,"2,595","4,635",,"4,635","1,250",,"1,250",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
605801,,Dues and Association Membership,,,,,,"2,130","2,274",,"2,274","1,475",,"1,475",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
606001,,Office Supplies,,,,,,"9,140","10,980",,"10,980","10,000",,"10,000",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
606099,,P-Card Purchases,,,,,,"4,118",0,,0,0,,0,0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
606111,,"Computer Software < $5,000",,,,,,"1,177","3,060",,"3,060","3,060",,"3,060",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
606412,,Books and Subscriptions,,,,,,595,"1,632",,"1,632",500,,500,0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
606435,,Other Operating Supplies,,,,,,"1,500",0,,0,0,,0,0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
02030 Media and Communications ,,,,,,,,"1,127,704","759,447",,"759,447","558,643",,"558,643",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,0020 City Manager,,,,,"3,417,339","3,069,307",,"3,069,307","2,690,963",,"2,690,963",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
 0030 City Attorney    ,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
GovMax V5,,,,,,,,,,,4,,,,,,,,,,,,
,,,,,,,,,,,,,,,,12/5/2013   4:03:25PM - ET,,,,,,,
"Expenditure Line Item Budget Report grouped by Fund, Department",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
City of Virginia Beach,,,,,,,,,,,,,Fiscal Year 2011,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Account,,,,,,,,FY 2009,FY 2010,,FY 2010,FY 2011,,FY 2012,FY 2013,,FY 2014,,FY 2015,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Code,Account Description,,,,,,,Actual,Adopted,,Amended,Budget,,Budget,Budget,,Budget,,Budget,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,     002 General Fund     ,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
 0030 City Attorney    ,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
03010 City Attorney ,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
601100,,Executive Salaries,,,,,,"132,955","185,000",,"185,000","185,000",,"185,000",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
601110,,Middle Management Salaries,,,,,,"214,300","639,698",,"639,698","520,562",,"520,562",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
601111,,Full Time Salaries,,,,,,"1,436,654",0,,0,0,,0,0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
601130,,Professional Salaries,,,,,,"524,611","1,278,428",,"1,278,428","1,242,473",,"1,242,473",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
601150,,Technical Salaries,,,,,,"246,353","486,810",,"486,810","484,549",,"484,549",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
601170,,Clerical Salaries,,,,,,"44,742","115,762",,"115,762","62,673",,"62,673",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
601350,,Part-Time Technical Salaries,,,,,,0,0,,0,"22,077",,"22,077",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
601401,,Contracted Manpower,,,,,,"31,976",0,,0,0,,0,0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
601710,,Full-Time Salary and Fringe Benefit Increases,,,,,,0,"82,156",,"82,156",0,,0,0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
602101,,F.I.C.A.,,,,,,"143,278","157,800",,"157,800","149,994",,"149,994",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
602104,,F.I.C.A. - Medicare,,,,,,"36,211","39,379",,"39,379","36,506",,"36,506",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
602201,,Retirement,,,,,,"419,413","445,078",,"445,078","430,975",,"430,975",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
602301,,Health Insurance,,,,,,"188,550","205,200",,"205,200","194,400",,"194,400",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
602302,,Life Insurance,,,,,,"23,015","24,037",,"24,037","25,001",,"25,001",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
602309,,Flexible Benefits Program,,,,,,815,0,,0,0,,0,0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
602320,,Refund Health Ins Overpayement,,,,,,84,0,,0,0,,0,0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
602950,,Cell Phone Stipend,,,,,,570,0,,0,0,,0,0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
602960,,Deferred Compensation,,,,,,0,"20,400",,"20,400","10,000",,"10,000",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
602970,,Car Allowance,,,,,,"10,000","10,000",,"10,000","10,000",,"10,000",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
603102,,Legal Services,,,,,,0,"4,080",,"4,080","4,080",,"4,080",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
603107,,Legal Support Charges,,,,,,573,"4,080",,"4,080","4,080",,"4,080",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
603119,,Police Record Checks,,,,,,185,510,,510,100,,100,0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
603201,,General Maintenance and Repair,,,,,,6,510,,510,350,,350,0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
603204,,Software Support and Maintenance,,,,,,"20,446","15,300",,"15,300","22,288",,"22,288",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
603301,,Media Advertising,,,,,,"1,016","2,040",,"2,040","2,040",,"2,040",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
603401,,Printing And Binding (Outside),,,,,,0,"1,648",,"1,648","1,648",,"1,648",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
603407,,Other Contractual Services,,,,,,"2,390",0,,0,0,,0,0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
604103,,Telecommunications - Internal,,,,,,"19,584","22,440",,"22,440","22,440",,"22,440",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
604120,,Existing Subscriptions,,,,,,"8,423","9,305",,"9,305","9,305",,"9,305",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
604401,,Print Shop Charges,,,,,,"29,228","22,440",,"22,440","8,502",,"8,502",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
604501,,Risk Management Charges,,,,,,"6,546","6,677",,"6,677","6,677",,"6,677",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
605201,,Postal Services,,,,,,"7,141","6,630",,"6,630","6,630",,"6,630",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
605202,,Messenger Services,,,,,,0,102,,102,92,,92,0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
605203,,Telecommunications,,,,,,"3,927","6,528",,"6,528","6,528",,"6,528",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
605501,,Professional Improvement,,,,,,"2,610",0,,0,0,,0,0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
605502,,Travel - Routine,,,,,,"2,073","2,040",,"2,040","2,040",,"2,040",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
605507,,Mandated Certification,,,,,,"5,518","18,360",,"18,360","16,500",,"16,500",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
605801,,Dues and Association Membership,,,,,,"9,330","10,363",,"10,363","10,363",,"10,363",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
606001,,Office Supplies,,,,,,"26,163","20,400",,"20,400","19,400",,"19,400",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
606099,,P-Card Purchases,,,,,,"13,192",0,,0,0,,0,0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
606111,,"Computer Software < $5,000",,,,,,103,0,,0,0,,0,0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
606112,,Computer Peripherals,,,,,,461,0,,0,0,,0,0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
606412,,Books and Subscriptions,,,,,,"40,578","30,600",,"30,600","41,570",,"41,570",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
606415,,Computer Supplies,,,,,,"1,264","2,040",,"2,040","2,000",,"2,000",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
03010 City Attorney ,,,,,,,,"3,654,284","3,875,841",,"3,875,841","3,560,843",,"3,560,843",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,0030 City Attorney,,,,,"3,654,284","3,875,841",,"3,875,841","3,560,843",,"3,560,843",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
 0040 Finance    ,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
04030 Director's Office ,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
601100,,Executive Salaries,,,,,,"66,503","126,835",,"126,835","130,006",,"130,006",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
601110,,Middle Management Salaries,,,,,,"159,513","309,294",,"309,294","210,263",,"210,263",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
GovMax V5,,,,,,,,,,,5,,,,,,,,,,,,
,,,,,,,,,,,,,,,,12/5/2013   4:03:25PM - ET,,,,,,,
"Expenditure Line Item Budget Report grouped by Fund, Department",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
City of Virginia Beach,,,,,,,,,,,,,Fiscal Year 2011,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Account,,,,,,,,FY 2009,FY 2010,,FY 2010,FY 2011,,FY 2012,FY 2013,,FY 2014,,FY 2015,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Code,Account Description,,,,,,,Actual,Adopted,,Amended,Budget,,Budget,Budget,,Budget,,Budget,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,     002 General Fund     ,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
 0040 Finance    ,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
04030 Director's Office ,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
601111,,Full Time Salaries,,,,,,"303,762",0,,0,0,,0,0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
601130,,Professional Salaries,,,,,,"55,586","108,460",,"108,460","111,172",,"111,172",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
601170,,Clerical Salaries,,,,,,"25,410","48,117",,"48,117","49,320",,"49,320",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
601401,,Contracted Manpower,,,,,,575,0,,0,0,,0,0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
601710,,Full-Time Salary and Fringe Benefit Increases,,,,,,0,"26,638",,"26,638",0,,0,0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
602101,,F.I.C.A.,,,,,,"34,477","35,362",,"35,362","29,932",,"29,932",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
602104,,F.I.C.A. - Medicare,,,,,,"8,601","8,681",,"8,681","7,348",,"7,348",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
602201,,Retirement,,,,,,"99,474","97,678",,"97,678","88,033",,"88,033",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
602301,,Health Insurance,,,,,,"37,800","43,200",,"43,200","37,800",,"37,800",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
602302,,Life Insurance,,,,,,"4,950","5,275",,"5,275","5,108",,"5,108",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
602309,,Flexible Benefits Program,,,,,,230,0,,0,0,,0,0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
602970,,Car Allowance,,,,,,"6,000","6,000",,"6,000","6,000",,"6,000",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
603204,,Software Support and Maintenance,,,,,,"2,140",0,,0,"2,400",,"2,400",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
603407,,Other Contractual Services,,,,,,543,0,,0,0,,0,0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
604103,,Telecommunications - Internal,,,,,,"8,660","10,710",,"10,710","10,710",,"10,710",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
604401,,Print Shop Charges,,,,,,"8,255","7,650",,"7,650",0,,0,0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
604501,,Risk Management Charges,,,,,,"2,724","2,778",,"2,778","2,778",,"2,778",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
605201,,Postal Services,,,,,,298,510,,510,510,,510,0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
605202,,Messenger Services,,,,,,132,510,,510,510,,510,0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
605203,,Telecommunications,,,,,,"1,538",765,,765,988,,988,0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
605501,,Professional Improvement,,,,,,"5,000","7,711",,"7,711","7,711",,"7,711",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
605502,,Travel - Routine,,,,,,0,918,,918,918,,918,0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
605512,,P-Card Travel,,,,,,0,"4,590",,"4,590","4,590",,"4,590",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
605801,,Dues and Association Membership,,,,,,"1,882","3,060",,"3,060","3,081",,"3,081",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
606001,,Office Supplies,,,,,,"4,849","6,120",,"6,120","6,120",,"6,120",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
606099,,P-Card Purchases,,,,,,"15,577","4,080",,"4,080","9,500",,"9,500",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
606112,,Computer Peripherals,,,,,,0,"1,836",,"1,836","1,436",,"1,436",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
606412,,Books and Subscriptions,,,,,,470,"1,020",,"1,020","1,020",,"1,020",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
606420,,Food and Food Service Supplies,,,,,,24,0,,0,0,,0,0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
606422,,Household Supplies and Furnishings,,,,,,888,0,,0,0,,0,0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
04030 Director's Office ,,,,,,,,"855,861","867,798",,"867,798","727,254",,"727,254",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
04031 Local Vehicle Registration ,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
603118,,Local Vehicle Registration - DMV Fees,,,,,,"258,905","280,908",,"280,908","280,908",,"280,908",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
603407,,Other Contractual Services,,,,,,"510,260","614,000",,"614,000","571,864",,"571,864",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
04031 Local Vehicle Registration ,,,,,,,,"769,165","894,908",,"894,908","852,772",,"852,772",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
04033 Comptroller's Office ,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
601110,,Middle Management Salaries,,,,,,"109,973","213,450",,"213,450","312,228",,"312,228",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
601111,,Full Time Salaries,,,,,,"404,450",0,,0,0,,0,0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
601130,,Professional Salaries,,,,,,"75,414","277,437",,"277,437","208,066",,"208,066",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
601140,,Supervisory Salaries,,,,,,"58,552","111,055",,"111,055","118,683",,"118,683",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
601150,,Technical Salaries,,,,,,"13,908",0,,0,0,,0,0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
601170,,Clerical Salaries,,,,,,"165,587","285,923",,"285,923","296,081",,"296,081",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
601270,,Clerical Overtime,,,,,,"6,483",0,,0,"1,036",,"1,036",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
601401,,Contracted Manpower,,,,,,"74,728","35,734",,"35,734",0,,0,0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
601710,,Full-Time Salary and Fringe Benefit Increases,,,,,,0,"27,899",,"27,899",0,,0,0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
602101,,F.I.C.A.,,,,,,"50,654","55,045",,"55,045","57,973",,"57,973",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
602104,,F.I.C.A. - Medicare,,,,,,"11,847","12,876",,"12,876","13,560",,"13,560",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
602201,,Retirement,,,,,,"135,217","146,321",,"146,321","163,532",,"163,532",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
602301,,Health Insurance,,,,,,"81,666","97,200",,"97,200","97,200",,"97,200",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
602302,,Life Insurance,,,,,,"6,728","7,901",,"7,901","9,490",,"9,490",0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
602309,,Flexible Benefits Program,,,,,,63,0,,0,0,,0,0,,0,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,
GovMax V5,,,,,,,,,,,6,,,,,,,,,,,,
,,,,,,,,,,,,,,,,12/5/2013   4:03:25PM - ET,,,,,,,
"Expenditure Line Item Budget Report grouped by Fund, Department",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
City of Virginia Beach,,,,,,,,,,,,,Fiscal Year 2011,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Account,,,,,,,,FY 2009,FY 2010,,FY 2010,FY 2011,,FY 2012,FY 2013,,FY 2014,,FY 2015,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Code,Account Description,,,,,,,Actual,Adopted,,Amended,Budget,,Budget,Budget,,Budget,,Budget,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,     002 General Fund     ,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
 0040 Finance    ,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
04033 Comptroller's Office ,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
